event_datetime_ts,parameter_group,parameter_name,parameter_value,source
2022-01-13 20:41:16.065,Battery Status,EC,0.0,SysPrm
2022-01-13 20:41:16.065,Battery Status,CS,0.0,SysPrm
2022-01-13 20:41:16.065,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:41:16.065,Battery Status,VS,155263.0,SysPrm
2022-01-13 20:40:16.063,Battery Status,EC,0.0,SysPrm
2022-01-13 20:40:16.063,Battery Status,CS,0.0,SysPrm
2022-01-13 20:40:16.063,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:40:16.063,Battery Status,VS,155263.0,SysPrm
2022-01-13 20:39:16.062,Battery Status,EC,0.0,SysPrm
2022-01-13 20:39:16.062,Battery Status,CS,0.0,SysPrm
2022-01-13 20:39:16.062,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:39:16.062,Battery Status,VS,155313.0,SysPrm
2022-01-13 20:38:16.061,Battery Status,EC,0.0,SysPrm
2022-01-13 20:38:16.061,Battery Status,CS,0.0,SysPrm
2022-01-13 20:38:16.061,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:38:16.061,Battery Status,VS,155313.0,SysPrm
2022-01-13 20:37:16.059,Battery Status,EC,0.0,SysPrm
2022-01-13 20:37:16.059,Battery Status,CS,0.0,SysPrm
2022-01-13 20:37:16.059,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:46:16.072,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:46:16.072,Battery Status,VS,155263.0,SysPrm
2022-01-13 20:45:16.070,Battery Status,EC,0.0,SysPrm
2022-01-13 20:45:16.070,Battery Status,CS,0.0,SysPrm
2022-01-13 20:45:16.070,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:45:16.070,Battery Status,VS,155263.0,SysPrm
2022-01-13 20:44:16.069,Battery Status,EC,0.0,SysPrm
2022-01-13 20:44:16.069,Battery Status,CS,0.0,SysPrm
2022-01-13 20:44:16.069,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:44:16.069,Battery Status,VS,155263.0,SysPrm
2022-01-13 20:43:16.068,Battery Status,EC,0.0,SysPrm
2022-01-13 20:43:16.068,Battery Status,CS,0.0,SysPrm
2022-01-13 20:43:16.068,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:43:16.068,Battery Status,VS,155263.0,SysPrm
2022-01-13 20:42:16.066,Battery Status,EC,0.0,SysPrm
2022-01-13 20:42:16.066,Battery Status,CS,0.0,SysPrm
2022-01-13 20:42:16.066,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:42:16.066,Battery Status,VS,155263.0,SysPrm
2022-01-13 20:34:16.055,Battery Status,EC,0.0,SysPrm
2022-01-13 20:34:16.055,Battery Status,CS,0.0,SysPrm
2022-01-13 20:34:16.055,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:34:16.055,Battery Status,VS,155363.0,SysPrm
2022-01-13 20:33:16.054,Battery Status,EC,0.0,SysPrm
2022-01-13 20:33:16.054,Battery Status,CS,0.0,SysPrm
2022-01-13 20:33:16.054,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:33:16.054,Battery Status,VS,155363.0,SysPrm
2022-01-13 20:32:16.052,Battery Status,EC,0.0,SysPrm
2022-01-13 20:32:16.052,Battery Status,CS,0.0,SysPrm
2022-01-13 20:32:16.052,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:32:16.052,Battery Status,VS,155363.0,SysPrm
2022-01-13 20:31:16.051,Battery Status,EC,0.0,SysPrm
2022-01-13 20:31:16.051,Battery Status,CS,0.0,SysPrm
2022-01-13 20:31:16.051,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:31:16.051,Battery Status,VS,155363.0,SysPrm
2022-01-13 20:30:16.049,Battery Status,EC,0.0,SysPrm
2022-01-13 20:30:16.049,Battery Status,CS,0.0,SysPrm
2022-01-13 20:30:16.049,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:30:16.049,Battery Status,VS,155363.0,SysPrm
2022-01-13 20:29:16.049,Battery Status,EC,0.0,SysPrm
2022-01-13 20:29:16.049,Battery Status,CS,0.0,SysPrm
2022-01-13 20:46:16.072,Battery Status,CS,0.0,SysPrm
2022-01-13 20:37:16.059,Battery Status,VS,155363.0,SysPrm
2022-01-13 20:36:16.058,Battery Status,EC,0.0,SysPrm
2022-01-13 20:36:16.058,Battery Status,CS,0.0,SysPrm
2022-01-13 20:36:16.058,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:36:16.058,Battery Status,VS,155313.0,SysPrm
2022-01-13 20:35:16.056,Battery Status,EC,0.0,SysPrm
2022-01-13 20:35:16.056,Battery Status,CS,0.0,SysPrm
2022-01-13 20:35:16.056,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:35:16.056,Battery Status,VS,155363.0,SysPrm
2022-01-13 20:29:16.049,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:29:16.049,Battery Status,VS,155363.0,SysPrm
2022-01-13 20:28:16.047,Battery Status,EC,0.0,SysPrm
2022-01-13 20:28:16.047,Battery Status,CS,0.0,SysPrm
2022-01-13 20:28:16.047,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:28:16.047,Battery Status,VS,155363.0,SysPrm
2022-01-13 20:27:16.046,Battery Status,EC,0.0,SysPrm
2022-01-13 20:27:16.046,Battery Status,CS,0.0,SysPrm
2022-01-13 20:27:16.046,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:27:16.046,Battery Status,VS,155413.0,SysPrm
2022-01-13 20:26:16.044,Battery Status,EC,0.0,SysPrm
2022-01-13 20:26:16.044,Battery Status,CS,0.0,SysPrm
2022-01-13 20:26:16.044,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:26:16.044,Battery Status,VS,155363.0,SysPrm
2022-01-13 20:25:16.043,Battery Status,EC,0.0,SysPrm
2022-01-13 20:25:16.043,Battery Status,CS,0.0,SysPrm
2022-01-13 20:25:16.043,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:25:16.043,Battery Status,VS,155413.0,SysPrm
2022-01-13 20:24:16.042,Battery Status,EC,0.0,SysPrm
2022-01-13 20:24:16.042,Battery Status,CS,0.0,SysPrm
2022-01-13 20:24:16.042,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:24:16.042,Battery Status,VS,155413.0,SysPrm
2022-01-13 20:23:16.041,Battery Status,EC,0.0,SysPrm
2022-01-13 20:23:16.041,Battery Status,CS,0.0,SysPrm
2022-01-13 20:23:16.041,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:23:16.041,Battery Status,VS,155462.0,SysPrm
2022-01-13 20:22:16.039,Battery Status,EC,0.0,SysPrm
2022-01-13 20:22:16.039,Battery Status,CS,0.0,SysPrm
2022-01-13 20:22:16.039,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:22:16.039,Battery Status,VS,155413.0,SysPrm
2022-01-13 20:19:16.035,Battery Status,EC,0.0,SysPrm
2022-01-13 20:19:16.035,Battery Status,CS,0.0,SysPrm
2022-01-13 20:19:16.035,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:19:16.035,Battery Status,VS,155462.0,SysPrm
2022-01-13 20:18:16.034,Battery Status,EC,0.0,SysPrm
2022-01-13 20:18:16.034,Battery Status,CS,0.0,SysPrm
2022-01-13 20:18:16.034,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:18:16.034,Battery Status,VS,155462.0,SysPrm
2022-01-13 20:17:15.191,Battery Status,EC,0.0,SysPrm
2022-01-13 20:17:15.191,Battery Status,CS,0.0,SysPrm
2022-01-13 20:17:15.191,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:17:15.191,Battery Status,VS,155462.0,SysPrm
2022-01-13 20:10:15.178,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:10:15.178,Battery Status,VS,155562.0,SysPrm
2022-01-13 20:09:15.177,Battery Status,EC,0.0,SysPrm
2022-01-13 20:09:15.177,Battery Status,CS,0.0,SysPrm
2022-01-13 20:09:15.177,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:09:15.177,Battery Status,VS,155562.0,SysPrm
2022-01-13 20:08:15.175,Battery Status,EC,0.0,SysPrm
2022-01-13 20:08:15.175,Battery Status,CS,0.0,SysPrm
2022-01-13 20:21:16.038,Battery Status,EC,0.0,SysPrm
2022-01-13 20:21:16.038,Battery Status,CS,0.0,SysPrm
2022-01-13 20:21:16.038,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:21:16.038,Battery Status,VS,155462.0,SysPrm
2022-01-13 20:20:16.036,Battery Status,EC,0.0,SysPrm
2022-01-13 20:20:16.036,Battery Status,CS,0.0,SysPrm
2022-01-13 20:20:16.036,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:20:16.036,Battery Status,VS,155462.0,SysPrm
2022-01-13 20:08:15.175,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:08:15.175,Battery Status,VS,155562.0,SysPrm
2022-01-13 20:07:15.173,Battery Status,EC,0.0,SysPrm
2022-01-13 20:07:15.173,Battery Status,CS,0.0,SysPrm
2022-01-13 20:07:15.173,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:07:15.173,Battery Status,VS,155512.0,SysPrm
2022-01-13 20:06:15.172,Battery Status,EC,0.0,SysPrm
2022-01-13 20:06:15.172,Battery Status,CS,0.0,SysPrm
2022-01-13 20:06:15.172,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:06:15.172,Battery Status,VS,155562.0,SysPrm
2022-01-13 20:04:15.168,Battery Status,EC,0.0,SysPrm
2022-01-13 20:04:15.168,Battery Status,CS,0.0,SysPrm
2022-01-13 20:04:15.168,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:04:15.168,Battery Status,VS,155562.0,SysPrm
2022-01-13 20:03:15.167,Battery Status,EC,0.0,SysPrm
2022-01-13 20:03:15.167,Battery Status,CS,0.0,SysPrm
2022-01-13 20:03:15.167,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:03:15.167,Battery Status,VS,155612.0,SysPrm
2022-01-13 20:14:15.185,Battery Status,EC,0.0,SysPrm
2022-01-13 20:14:15.185,Battery Status,CS,0.0,SysPrm
2022-01-13 20:14:15.185,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:14:15.185,Battery Status,VS,155512.0,SysPrm
2022-01-13 20:13:15.184,Battery Status,EC,0.0,SysPrm
2022-01-13 20:13:15.184,Battery Status,CS,0.0,SysPrm
2022-01-13 20:13:15.184,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:13:15.184,Battery Status,VS,155462.0,SysPrm
2022-01-13 20:12:15.182,Battery Status,EC,0.0,SysPrm
2022-01-13 20:12:15.182,Battery Status,CS,0.0,SysPrm
2022-01-13 20:12:15.182,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:12:15.182,Battery Status,VS,155462.0,SysPrm
2022-01-13 20:11:15.180,Battery Status,EC,0.0,SysPrm
2022-01-13 20:11:15.180,Battery Status,CS,0.0,SysPrm
2022-01-13 20:11:15.180,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:11:15.180,Battery Status,VS,155562.0,SysPrm
2022-01-13 20:10:15.178,Battery Status,EC,0.0,SysPrm
2022-01-13 20:10:15.178,Battery Status,CS,0.0,SysPrm
2022-01-13 20:02:15.165,Battery Status,EC,0.0,SysPrm
2022-01-13 20:02:15.165,Battery Status,CS,0.0,SysPrm
2022-01-13 20:02:15.165,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:02:15.165,Battery Status,VS,155562.0,SysPrm
2022-01-13 20:01:15.164,Battery Status,EC,0.0,SysPrm
2022-01-13 20:01:15.164,Battery Status,CS,0.0,SysPrm
2022-01-13 20:01:15.164,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:01:15.164,Battery Status,VS,155562.0,SysPrm
2022-01-13 20:00:15.162,Battery Status,EC,0.0,SysPrm
2022-01-13 19:59:15.160,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 19:59:15.160,Battery Status,VS,155512.0,SysPrm
2022-01-13 19:58:15.168,Battery Status,EC,0.0,SysPrm
2022-01-13 19:58:15.168,Battery Status,CS,0.0,SysPrm
2022-01-13 19:58:15.168,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 19:58:15.168,Battery Status,VS,155363.0,SysPrm
2022-01-13 19:57:15.157,Battery Status,EC,0.0,SysPrm
2022-01-13 20:16:15.189,Battery Status,EC,0.0,SysPrm
2022-01-13 20:16:15.189,Battery Status,CS,0.0,SysPrm
2022-01-13 20:16:15.189,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:16:15.189,Battery Status,VS,155512.0,SysPrm
2022-01-13 20:15:15.187,Battery Status,EC,0.0,SysPrm
2022-01-13 20:15:15.187,Battery Status,CS,0.0,SysPrm
2022-01-13 20:15:15.187,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:15:15.187,Battery Status,VS,155462.0,SysPrm
2022-01-13 20:05:15.170,Battery Status,EC,0.0,SysPrm
2022-01-13 20:05:15.170,Battery Status,CS,0.0,SysPrm
2022-01-13 20:05:15.170,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:05:15.170,Battery Status,VS,155562.0,SysPrm
2022-01-13 19:57:15.157,Battery Status,CS,0.0,SysPrm
2022-01-13 19:57:15.157,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 19:57:15.157,Battery Status,VS,155562.0,SysPrm
2022-01-13 19:56:15.155,Battery Status,EC,0.0,SysPrm
2022-01-13 19:56:15.155,Battery Status,CS,0.0,SysPrm
2022-01-13 19:56:15.155,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 19:56:15.155,Battery Status,VS,155512.0,SysPrm
2022-01-13 19:55:15.153,Battery Status,EC,0.0,SysPrm
2022-01-13 19:55:15.153,Battery Status,CS,0.0,SysPrm
2022-01-13 19:55:15.153,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 19:55:15.153,Battery Status,VS,155413.0,SysPrm
2022-01-13 19:48:15.141,Battery Status,BATT C,4294965500.0,SysPrm
2022-01-13 19:48:15.141,Battery Status,VS,153770.0,SysPrm
2022-01-13 19:47:15.139,Battery Status,EC,0.0,SysPrm
2022-01-13 19:47:15.139,Battery Status,CS,0.0,SysPrm
2022-01-13 19:47:15.139,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 19:47:15.139,Battery Status,VS,155064.0,SysPrm
2022-01-13 20:00:15.162,Battery Status,CS,0.0,SysPrm
2022-01-13 20:00:15.162,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:00:15.162,Battery Status,VS,155512.0,SysPrm
2022-01-13 19:59:15.160,Battery Status,EC,0.0,SysPrm
2022-01-13 19:59:15.160,Battery Status,CS,0.0,SysPrm
2022-01-13 19:46:15.137,Battery Status,EC,0.0,SysPrm
2022-01-13 19:46:15.137,Battery Status,CS,0.0,SysPrm
2022-01-13 19:46:15.137,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 19:46:15.137,Battery Status,VS,155064.0,SysPrm
2022-01-13 19:45:15.141,Battery Status,EC,0.0,SysPrm
2022-01-13 19:45:15.141,Battery Status,CS,0.0,SysPrm
2022-01-13 19:45:15.141,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 19:45:15.141,Battery Status,VS,154766.0,SysPrm
2022-01-13 19:44:15.134,Battery Status,EC,0.0,SysPrm
2022-01-13 19:44:15.134,Battery Status,CS,0.0,SysPrm
2022-01-13 16:06:15.903,Battery Status,EC,0.0,SysPrm
2022-01-13 16:06:15.903,Battery Status,CS,0.0,SysPrm
2022-01-13 16:06:15.903,Battery Status,BATT C,8.0,SysPrm
2022-01-13 16:06:15.903,Battery Status,VS,164522.0,SysPrm
2022-01-13 19:53:15.149,Battery Status,EC,0.0,SysPrm
2022-01-13 19:53:15.149,Battery Status,CS,0.0,SysPrm
2022-01-13 19:53:15.149,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 19:53:15.149,Battery Status,VS,155662.0,SysPrm
2022-01-13 19:52:15.154,Battery Status,EC,0.0,SysPrm
2022-01-13 19:52:15.154,Battery Status,CS,0.0,SysPrm
2022-01-13 19:52:15.154,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 19:52:15.154,Battery Status,VS,155313.0,SysPrm
2022-01-13 19:51:15.146,Battery Status,EC,0.0,SysPrm
2022-01-13 19:51:15.146,Battery Status,CS,0.0,SysPrm
2022-01-13 19:51:15.146,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 19:51:15.146,Battery Status,VS,155562.0,SysPrm
2022-01-13 19:50:15.144,Battery Status,EC,0.0,SysPrm
2022-01-13 19:50:15.144,Battery Status,CS,0.0,SysPrm
2022-01-13 19:50:15.144,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 19:50:15.144,Battery Status,VS,154716.0,SysPrm
2022-01-13 19:49:15.142,Battery Status,EC,0.0,SysPrm
2022-01-13 19:49:15.142,Battery Status,CS,0.0,SysPrm
2022-01-13 19:49:15.142,Battery Status,BATT C,4294965250.0,SysPrm
2022-01-13 19:49:15.142,Battery Status,VS,153820.0,SysPrm
2022-01-13 19:48:34.712,Djinn Status,LPIV,136.0,SysPrm
2022-01-13 19:48:34.712,Djinn Status,IV,153.0,SysPrm
2022-01-13 19:48:15.141,Battery Status,EC,0.0,SysPrm
2022-01-13 19:48:15.141,Battery Status,CS,0.0,SysPrm
2022-01-13 19:54:15.151,Battery Status,EC,0.0,SysPrm
2022-01-13 19:54:15.151,Battery Status,CS,0.0,SysPrm
2022-01-13 19:54:15.151,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 19:54:15.151,Battery Status,VS,155462.0,SysPrm
2022-01-13 16:05:15.901,Battery Status,EC,0.0,SysPrm
2022-01-13 16:05:15.901,Battery Status,CS,0.0,SysPrm
2022-01-13 16:05:15.901,Battery Status,BATT C,0.0,SysPrm
2022-01-13 16:05:15.901,Battery Status,VS,164522.0,SysPrm
2022-01-13 15:54:15.880,Battery Status,EC,0.0,SysPrm
2022-01-13 15:54:15.880,Battery Status,CS,0.0,SysPrm
2022-01-13 15:54:15.880,Battery Status,BATT C,0.0,SysPrm
2022-01-13 15:54:15.880,Battery Status,VS,164522.0,SysPrm
2022-01-13 15:53:15.878,Battery Status,EC,0.0,SysPrm
2022-01-13 15:53:15.878,Battery Status,CS,0.0,SysPrm
2022-01-13 15:53:15.878,Battery Status,BATT C,8.0,SysPrm
2022-01-13 15:53:15.878,Battery Status,VS,164522.0,SysPrm
2022-01-13 19:50:04.986,Djinn Status,LPIV,137.0,SysPrm
2022-01-13 19:50:04.986,Djinn Status,IV,153.0,SysPrm
2022-01-13 16:11:15.912,Battery Status,EC,0.0,SysPrm
2022-01-13 16:11:15.912,Battery Status,CS,0.0,SysPrm
2022-01-13 16:11:15.912,Battery Status,BATT C,8.0,SysPrm
2022-01-13 16:11:15.912,Battery Status,VS,164572.0,SysPrm
2022-01-13 16:10:15.910,Battery Status,EC,0.0,SysPrm
2022-01-13 16:10:15.910,Battery Status,CS,0.0,SysPrm
2022-01-13 16:10:15.910,Battery Status,BATT C,0.0,SysPrm
2022-01-13 16:10:15.910,Battery Status,VS,164572.0,SysPrm
2022-01-13 16:09:15.908,Battery Status,EC,0.0,SysPrm
2022-01-13 16:09:15.908,Battery Status,CS,0.0,SysPrm
2022-01-13 16:09:15.908,Battery Status,BATT C,8.0,SysPrm
2022-01-13 16:09:15.908,Battery Status,VS,164572.0,SysPrm
2022-01-13 16:08:15.906,Battery Status,EC,0.0,SysPrm
2022-01-13 16:08:15.906,Battery Status,CS,0.0,SysPrm
2022-01-13 16:08:15.906,Battery Status,BATT C,0.0,SysPrm
2022-01-13 16:08:15.906,Battery Status,VS,164522.0,SysPrm
2022-01-13 16:07:15.905,Battery Status,EC,0.0,SysPrm
2022-01-13 16:07:15.905,Battery Status,CS,0.0,SysPrm
2022-01-13 16:07:15.905,Battery Status,BATT C,8.0,SysPrm
2022-01-13 16:07:15.905,Battery Status,VS,164572.0,SysPrm
2022-01-13 15:52:15.876,Battery Status,EC,0.0,SysPrm
2022-01-13 15:52:15.876,Battery Status,CS,0.0,SysPrm
2022-01-13 15:52:15.876,Battery Status,BATT C,16.0,SysPrm
2022-01-13 15:52:15.876,Battery Status,VS,164522.0,SysPrm
2022-01-13 15:51:15.874,Battery Status,EC,0.0,SysPrm
2022-01-13 15:51:15.874,Battery Status,CS,0.0,SysPrm
2022-01-13 15:51:15.874,Battery Status,BATT C,8.0,SysPrm
2022-01-13 15:51:15.874,Battery Status,VS,164522.0,SysPrm
2022-01-13 15:38:15.846,Battery Status,CS,0.0,SysPrm
2022-01-13 15:38:15.846,Battery Status,BATT C,8.0,SysPrm
2022-01-13 15:38:15.846,Battery Status,VS,164522.0,SysPrm
2022-01-13 15:37:15.843,Battery Status,EC,0.0,SysPrm
2022-01-13 15:37:15.843,Battery Status,CS,0.0,SysPrm
2022-01-13 15:37:15.843,Battery Status,BATT C,8.0,SysPrm
2022-01-13 15:37:15.843,Battery Status,VS,164522.0,SysPrm
2022-01-13 15:36:15.841,Battery Status,EC,0.0,SysPrm
2022-01-13 15:36:15.841,Battery Status,CS,0.0,SysPrm
2022-01-13 15:36:15.841,Battery Status,BATT C,0.0,SysPrm
2022-01-13 15:36:15.841,Battery Status,VS,164522.0,SysPrm
2022-01-13 19:44:15.134,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 19:44:15.134,Battery Status,VS,154865.0,SysPrm
2022-01-13 19:43:15.145,Battery Status,EC,0.0,SysPrm
2022-01-13 19:43:15.145,Battery Status,CS,0.0,SysPrm
2022-01-13 19:43:15.145,Battery Status,BATT C,4294966020.0,SysPrm
2022-01-13 19:43:15.145,Battery Status,VS,154566.0,SysPrm
2022-01-13 16:04:15.899,Battery Status,EC,0.0,SysPrm
2022-01-13 16:04:15.899,Battery Status,CS,0.0,SysPrm
2022-01-13 16:04:15.899,Battery Status,BATT C,0.0,SysPrm
2022-01-13 15:59:15.890,Battery Status,EC,0.0,SysPrm
2022-01-13 15:59:15.890,Battery Status,CS,0.0,SysPrm
2022-01-13 15:59:15.890,Battery Status,BATT C,0.0,SysPrm
2022-01-13 15:59:15.890,Battery Status,VS,164522.0,SysPrm
2022-01-13 15:58:15.888,Battery Status,EC,0.0,SysPrm
2022-01-13 15:58:15.888,Battery Status,CS,0.0,SysPrm
2022-01-13 15:58:15.888,Battery Status,BATT C,8.0,SysPrm
2022-01-13 15:58:15.888,Battery Status,VS,164572.0,SysPrm
2022-01-13 15:57:15.886,Battery Status,EC,0.0,SysPrm
2022-01-13 15:57:15.886,Battery Status,CS,0.0,SysPrm
2022-01-13 15:57:15.886,Battery Status,BATT C,0.0,SysPrm
2022-01-13 15:57:15.886,Battery Status,VS,164522.0,SysPrm
2022-01-13 15:56:15.884,Battery Status,EC,0.0,SysPrm
2022-01-13 15:56:15.884,Battery Status,CS,0.0,SysPrm
2022-01-13 15:56:15.884,Battery Status,BATT C,0.0,SysPrm
2022-01-13 15:56:15.884,Battery Status,VS,164522.0,SysPrm
2022-01-13 15:55:15.882,Battery Status,EC,0.0,SysPrm
2022-01-13 15:55:15.882,Battery Status,CS,0.0,SysPrm
2022-01-13 15:55:15.882,Battery Status,BATT C,0.0,SysPrm
2022-01-13 15:55:15.882,Battery Status,VS,164572.0,SysPrm
