event_datetime_ts,parameter_group,parameter_name,parameter_value,source
2022-01-13 22:46:17.842,Battery Status,CS,4.0,SysPrm
2022-01-13 22:46:17.842,Battery Status,BATT C,2000.0,SysPrm
2022-01-13 22:46:17.842,Battery Status,VS,167609.0,SysPrm
2022-01-13 22:45:17.842,Battery Status,EC,0.0,SysPrm
2022-01-13 22:45:17.842,Battery Status,CS,3.0,SysPrm
2022-01-13 22:28:17.829,Battery Status,EC,0.0,SysPrm
2022-01-13 22:28:17.829,Battery Status,CS,0.0,SysPrm
2022-01-13 22:28:17.829,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:28:17.829,Battery Status,VS,149091.0,SysPrm
2022-01-13 22:27:17.828,Battery Status,VS,149140.0,SysPrm
2022-01-13 22:26:17.828,Battery Status,EC,0.0,SysPrm
2022-01-13 22:26:17.828,Battery Status,CS,0.0,SysPrm
2022-01-13 22:26:17.828,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:26:17.828,Battery Status,VS,149190.0,SysPrm
2022-01-13 22:41:17.839,Battery Status,EC,0.0,SysPrm
2022-01-13 22:41:17.839,Battery Status,CS,0.0,SysPrm
2022-01-13 22:41:17.839,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:41:17.839,Battery Status,VS,148742.0,SysPrm
2022-01-13 22:40:17.839,Battery Status,EC,0.0,SysPrm
2022-01-13 22:40:17.839,Battery Status,CS,0.0,SysPrm
2022-01-13 22:40:17.839,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:40:17.839,Battery Status,VS,148792.0,SysPrm
2022-01-13 22:39:17.838,Battery Status,EC,0.0,SysPrm
2022-01-13 22:39:17.838,Battery Status,CS,0.0,SysPrm
2022-01-13 22:39:17.838,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:39:17.838,Battery Status,VS,148891.0,SysPrm
2022-01-13 22:38:17.837,Battery Status,EC,0.0,SysPrm
2022-01-13 22:38:17.837,Battery Status,CS,0.0,SysPrm
2022-01-13 22:38:17.837,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:38:17.837,Battery Status,VS,149041.0,SysPrm
2022-01-13 22:36:17.842,Battery Status,EC,0.0,SysPrm
2022-01-13 22:36:17.842,Battery Status,CS,0.0,SysPrm
2022-01-13 22:36:17.842,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:36:17.842,Battery Status,VS,148991.0,SysPrm
2022-01-13 22:35:17.835,Battery Status,EC,0.0,SysPrm
2022-01-13 22:35:17.835,Battery Status,CS,0.0,SysPrm
2022-01-13 22:35:17.835,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:35:17.835,Battery Status,VS,148941.0,SysPrm
2022-01-13 22:34:17.835,Battery Status,EC,0.0,SysPrm
2022-01-13 22:34:17.835,Battery Status,CS,0.0,SysPrm
2022-01-13 22:34:17.835,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:34:17.835,Battery Status,VS,148941.0,SysPrm
2022-01-13 22:33:17.833,Battery Status,EC,0.0,SysPrm
2022-01-13 22:33:17.833,Battery Status,CS,0.0,SysPrm
2022-01-13 22:33:17.833,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:33:17.833,Battery Status,VS,148991.0,SysPrm
2022-01-13 22:32:17.832,Battery Status,EC,0.0,SysPrm
2022-01-13 22:25:17.827,Battery Status,EC,0.0,SysPrm
2022-01-13 22:25:17.827,Battery Status,CS,0.0,SysPrm
2022-01-13 22:25:17.827,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:25:17.827,Battery Status,VS,149389.0,SysPrm
2022-01-13 22:19:17.823,Battery Status,BATT C,4294966270.0,SysPrm
2022-01-13 22:19:17.823,Battery Status,VS,148692.0,SysPrm
2022-01-13 22:18:54.364,Djinn Status,LPIV,98.0,SysPrm
2022-01-13 22:18:54.364,Djinn Status,IV,150.0,SysPrm
2022-01-13 22:18:16.960,Battery Status,EC,0.0,SysPrm
2022-01-13 22:18:16.960,Battery Status,CS,0.0,SysPrm
2022-01-13 22:18:16.960,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:18:16.960,Battery Status,VS,148891.0,SysPrm
2022-01-13 22:37:17.836,Battery Status,EC,0.0,SysPrm
2022-01-13 22:37:17.836,Battery Status,CS,0.0,SysPrm
2022-01-13 22:37:17.836,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:37:17.836,Battery Status,VS,148991.0,SysPrm
2022-01-13 22:27:17.828,Battery Status,EC,0.0,SysPrm
2022-01-13 22:27:17.828,Battery Status,CS,0.0,SysPrm
2022-01-13 22:27:17.828,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:18:05.724,Djinn Status,LPIV,80.0,SysPrm
2022-01-13 22:18:05.724,Djinn Status,IV,150.0,SysPrm
2022-01-13 22:17:16.960,Battery Status,BATT C,4294965500.0,SysPrm
2022-01-13 22:17:16.960,Battery Status,VS,147796.0,SysPrm
2022-01-13 22:16:16.959,Battery Status,EC,0.0,SysPrm
2022-01-13 22:16:16.959,Battery Status,CS,0.0,SysPrm
2022-01-13 22:16:16.959,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:16:16.959,Battery Status,VS,149489.0,SysPrm
2022-01-13 22:15:16.965,Battery Status,EC,0.0,SysPrm
2022-01-13 22:15:16.965,Battery Status,CS,0.0,SysPrm
2022-01-13 22:15:16.965,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:15:16.965,Battery Status,VS,149539.0,SysPrm
2022-01-13 22:14:16.958,Battery Status,EC,0.0,SysPrm
2022-01-13 22:14:16.958,Battery Status,CS,0.0,SysPrm
2022-01-13 22:23:17.826,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:23:17.826,Battery Status,VS,149439.0,SysPrm
2022-01-13 22:22:17.832,Battery Status,EC,0.0,SysPrm
2022-01-13 22:22:17.832,Battery Status,CS,0.0,SysPrm
2022-01-13 22:22:17.832,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:22:17.832,Battery Status,VS,149439.0,SysPrm
2022-01-13 22:21:17.824,Battery Status,EC,0.0,SysPrm
2022-01-13 22:21:17.824,Battery Status,CS,0.0,SysPrm
2022-01-13 22:21:17.824,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:21:17.824,Battery Status,VS,149340.0,SysPrm
2022-01-13 22:20:17.824,Battery Status,EC,0.0,SysPrm
2022-01-13 22:20:17.824,Battery Status,CS,0.0,SysPrm
2022-01-13 22:20:17.824,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:20:17.824,Battery Status,VS,149340.0,SysPrm
2022-01-13 22:19:17.823,Battery Status,EC,0.0,SysPrm
2022-01-13 22:19:17.823,Battery Status,CS,0.0,SysPrm
2022-01-13 22:14:16.958,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:14:16.958,Battery Status,VS,149340.0,SysPrm
2022-01-13 22:13:16.957,Battery Status,EC,0.0,SysPrm
2022-01-13 22:13:16.957,Battery Status,CS,0.0,SysPrm
2022-01-13 22:06:16.952,Battery Status,EC,0.0,SysPrm
2022-01-13 22:06:16.952,Battery Status,CS,0.0,SysPrm
2022-01-13 22:06:16.952,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:06:16.952,Battery Status,VS,149688.0,SysPrm
2022-01-13 22:05:16.951,Battery Status,EC,0.0,SysPrm
2022-01-13 22:05:16.951,Battery Status,CS,0.0,SysPrm
2022-01-13 22:05:16.951,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:05:16.951,Battery Status,VS,148643.0,SysPrm
2022-01-13 22:04:16.950,Battery Status,EC,0.0,SysPrm
2022-01-13 22:04:16.950,Battery Status,CS,0.0,SysPrm
2022-01-13 22:04:16.950,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:04:16.950,Battery Status,VS,149837.0,SysPrm
2022-01-13 22:03:16.950,Battery Status,EC,0.0,SysPrm
2022-01-13 22:03:16.950,Battery Status,CS,0.0,SysPrm
2022-01-13 22:24:17.826,Battery Status,EC,0.0,SysPrm
2022-01-13 22:24:17.826,Battery Status,CS,0.0,SysPrm
2022-01-13 22:24:17.826,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:24:17.826,Battery Status,VS,149389.0,SysPrm
2022-01-13 22:23:17.826,Battery Status,EC,0.0,SysPrm
2022-01-13 22:23:17.826,Battery Status,CS,0.0,SysPrm
2022-01-13 22:17:28.665,Djinn Status,LPIV,60.0,SysPrm
2022-01-13 22:17:28.665,Djinn Status,IV,150.0,SysPrm
2022-01-13 22:17:16.960,Battery Status,EC,0.0,SysPrm
2022-01-13 22:17:16.960,Battery Status,CS,0.0,SysPrm
2022-01-13 22:03:16.950,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:03:16.950,Battery Status,VS,149887.0,SysPrm
2022-01-13 22:02:16.949,Battery Status,EC,0.0,SysPrm
2022-01-13 22:02:16.949,Battery Status,CS,0.0,SysPrm
2022-01-13 21:58:16.946,Battery Status,EC,0.0,SysPrm
2022-01-13 21:58:16.946,Battery Status,CS,0.0,SysPrm
2022-01-13 21:58:16.946,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 21:58:16.946,Battery Status,VS,150086.0,SysPrm
2022-01-13 21:57:16.946,Battery Status,EC,0.0,SysPrm
2022-01-13 21:57:16.946,Battery Status,CS,0.0,SysPrm
2022-01-13 21:57:16.946,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 21:57:16.946,Battery Status,VS,150086.0,SysPrm
2022-01-13 22:13:16.957,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:13:16.957,Battery Status,VS,149439.0,SysPrm
2022-01-13 22:12:16.956,Battery Status,EC,0.0,SysPrm
2022-01-13 22:12:16.956,Battery Status,CS,0.0,SysPrm
2022-01-13 22:12:16.956,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:12:16.956,Battery Status,VS,149489.0,SysPrm
2022-01-13 22:10:16.954,Battery Status,EC,0.0,SysPrm
2022-01-13 22:10:16.954,Battery Status,CS,0.0,SysPrm
2022-01-13 22:10:16.954,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:10:16.954,Battery Status,VS,149688.0,SysPrm
2022-01-13 22:09:16.954,Battery Status,EC,0.0,SysPrm
2022-01-13 22:09:16.954,Battery Status,CS,0.0,SysPrm
2022-01-13 22:09:16.954,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:09:16.954,Battery Status,VS,149837.0,SysPrm
2022-01-13 22:08:16.961,Battery Status,EC,0.0,SysPrm
2022-01-13 22:08:16.961,Battery Status,CS,0.0,SysPrm
2022-01-13 22:08:16.961,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:08:16.961,Battery Status,VS,149738.0,SysPrm
2022-01-13 22:07:16.953,Battery Status,EC,0.0,SysPrm
2022-01-13 22:07:16.953,Battery Status,CS,0.0,SysPrm
2022-01-13 22:07:16.953,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:07:16.953,Battery Status,VS,149688.0,SysPrm
2022-01-13 21:56:16.945,Battery Status,EC,0.0,SysPrm
2022-01-13 21:56:16.945,Battery Status,CS,0.0,SysPrm
2022-01-13 21:54:16.950,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 21:54:16.950,Battery Status,VS,148095.0,SysPrm
2022-01-13 21:53:16.942,Battery Status,EC,0.0,SysPrm
2022-01-13 21:53:16.942,Battery Status,CS,0.0,SysPrm
2022-01-13 21:53:16.942,Battery Status,BATT C,4294966270.0,SysPrm
2022-01-13 21:53:16.942,Battery Status,VS,149439.0,SysPrm
2022-01-13 21:52:46.357,Djinn Status,LPIV,97.0,SysPrm
2022-01-13 21:52:46.357,Djinn Status,IV,151.0,SysPrm
2022-01-13 22:11:16.955,Battery Status,EC,0.0,SysPrm
2022-01-13 22:11:16.955,Battery Status,CS,0.0,SysPrm
2022-01-13 22:11:16.955,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:11:16.955,Battery Status,VS,149588.0,SysPrm
2022-01-13 22:02:16.949,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:02:16.949,Battery Status,VS,149887.0,SysPrm
2022-01-13 22:01:16.955,Battery Status,EC,0.0,SysPrm
2022-01-13 22:01:16.955,Battery Status,CS,0.0,SysPrm
2022-01-13 22:01:16.955,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:01:16.955,Battery Status,VS,149937.0,SysPrm
2022-01-13 22:00:16.948,Battery Status,EC,0.0,SysPrm
2022-01-13 22:00:16.948,Battery Status,CS,0.0,SysPrm
2022-01-13 22:00:16.948,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:00:16.948,Battery Status,VS,149738.0,SysPrm
2022-01-13 21:59:16.947,Battery Status,EC,0.0,SysPrm
2022-01-13 21:59:16.947,Battery Status,CS,0.0,SysPrm
2022-01-13 21:59:16.947,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 21:59:16.947,Battery Status,VS,149887.0,SysPrm
2022-01-13 21:52:16.942,Battery Status,EC,0.0,SysPrm
2022-01-13 21:52:16.942,Battery Status,CS,0.0,SysPrm
2022-01-13 21:52:16.942,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 21:52:16.942,Battery Status,VS,150036.0,SysPrm
2022-01-13 21:45:16.937,Battery Status,EC,0.0,SysPrm
2022-01-13 21:45:16.937,Battery Status,CS,0.0,SysPrm
2022-01-13 21:45:16.937,Battery Status,BATT C,4294966270.0,SysPrm
2022-01-13 21:45:16.937,Battery Status,VS,149688.0,SysPrm
2022-01-13 21:44:16.937,Battery Status,EC,0.0,SysPrm
2022-01-13 21:44:16.937,Battery Status,CS,0.0,SysPrm
2022-01-13 21:44:16.937,Battery Status,BATT C,4294966270.0,SysPrm
2022-01-13 21:44:16.937,Battery Status,VS,149638.0,SysPrm
2022-01-13 21:43:16.935,Battery Status,EC,0.0,SysPrm
2022-01-13 21:43:16.935,Battery Status,CS,0.0,SysPrm
2022-01-13 21:43:16.935,Battery Status,BATT C,4294966270.0,SysPrm
2022-01-13 21:43:16.935,Battery Status,VS,149588.0,SysPrm
2022-01-13 19:51:17.707,Battery Status,EC,0.0,SysPrm
2022-01-13 19:51:17.707,Battery Status,CS,4.0,SysPrm
2022-01-13 19:51:17.707,Battery Status,BATT C,512.0,SysPrm
2022-01-13 19:51:17.707,Battery Status,VS,167858.0,SysPrm
2022-01-13 21:56:16.945,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 21:56:16.945,Battery Status,VS,150186.0,SysPrm
2022-01-13 21:55:16.945,Battery Status,EC,0.0,SysPrm
2022-01-13 21:55:16.945,Battery Status,CS,0.0,SysPrm
2022-01-13 21:55:16.945,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 21:55:16.945,Battery Status,VS,150136.0,SysPrm
2022-01-13 21:54:16.950,Battery Status,EC,0.0,SysPrm
2022-01-13 21:54:16.950,Battery Status,CS,0.0,SysPrm
2022-01-13 19:46:17.703,Battery Status,BATT C,576.0,SysPrm
2022-01-13 19:46:17.703,Battery Status,VS,167808.0,SysPrm
2022-01-13 19:45:17.703,Battery Status,EC,0.0,SysPrm
2022-01-13 19:45:17.703,Battery Status,CS,4.0,SysPrm
2022-01-13 19:45:17.703,Battery Status,BATT C,600.0,SysPrm
2022-01-13 19:45:17.703,Battery Status,VS,167808.0,SysPrm
2022-01-13 19:44:17.702,Battery Status,EC,0.0,SysPrm
2022-01-13 19:44:17.702,Battery Status,CS,4.0,SysPrm
2022-01-13 19:44:17.702,Battery Status,BATT C,600.0,SysPrm
2022-01-13 19:44:17.702,Battery Status,VS,167858.0,SysPrm
2022-01-13 19:43:17.701,Battery Status,EC,0.0,SysPrm
2022-01-13 19:43:17.701,Battery Status,CS,4.0,SysPrm
2022-01-13 19:43:17.701,Battery Status,BATT C,608.0,SysPrm
2022-01-13 19:43:17.701,Battery Status,VS,167858.0,SysPrm
2022-01-13 21:51:16.941,Battery Status,EC,0.0,SysPrm
2022-01-13 21:51:16.941,Battery Status,CS,0.0,SysPrm
2022-01-13 21:51:16.941,Battery Status,BATT C,4294966270.0,SysPrm
2022-01-13 21:51:16.941,Battery Status,VS,149539.0,SysPrm
2022-01-13 21:50:16.940,Battery Status,EC,0.0,SysPrm
2022-01-13 21:50:16.940,Battery Status,CS,0.0,SysPrm
2022-01-13 21:50:16.940,Battery Status,BATT C,4294966270.0,SysPrm
2022-01-13 21:50:16.940,Battery Status,VS,149738.0,SysPrm
2022-01-13 21:49:16.940,Battery Status,EC,0.0,SysPrm
2022-01-13 21:49:16.940,Battery Status,CS,0.0,SysPrm
2022-01-13 21:48:16.939,Battery Status,VS,149688.0,SysPrm
2022-01-13 21:47:59.375,Djinn Status,LPIV,96.0,SysPrm
2022-01-13 21:47:59.375,Djinn Status,IV,151.0,SysPrm
2022-01-13 21:47:35.508,Djinn Status,LPIV,99.0,SysPrm
2022-01-13 21:47:35.508,Djinn Status,IV,151.0,SysPrm
2022-01-13 21:47:16.945,Battery Status,EC,0.0,SysPrm
2022-01-13 21:47:16.945,Battery Status,CS,0.0,SysPrm
2022-01-13 21:47:16.945,Battery Status,BATT C,4294965760.0,SysPrm
2022-01-13 21:47:16.945,Battery Status,VS,148991.0,SysPrm
2022-01-13 21:46:16.937,Battery Status,EC,0.0,SysPrm
2022-01-13 21:46:16.937,Battery Status,CS,0.0,SysPrm
2022-01-13 21:46:16.937,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 21:46:16.937,Battery Status,VS,149937.0,SysPrm
2022-01-13 19:42:17.700,Battery Status,EC,0.0,SysPrm
2022-01-13 19:42:17.700,Battery Status,CS,4.0,SysPrm
2022-01-13 19:42:17.700,Battery Status,BATT C,624.0,SysPrm
2022-01-13 19:42:17.700,Battery Status,VS,167808.0,SysPrm
2022-01-13 19:40:17.699,Battery Status,BATT C,664.0,SysPrm
2022-01-13 19:40:17.699,Battery Status,VS,167808.0,SysPrm
2022-01-13 19:39:17.698,Battery Status,EC,0.0,SysPrm
2022-01-13 19:39:17.698,Battery Status,CS,4.0,SysPrm
2022-01-13 19:39:17.698,Battery Status,BATT C,680.0,SysPrm
2022-01-13 19:39:17.698,Battery Status,VS,167858.0,SysPrm
2022-01-13 19:38:17.697,Battery Status,EC,0.0,SysPrm
2022-01-13 19:38:17.697,Battery Status,CS,4.0,SysPrm
2022-01-13 19:38:17.697,Battery Status,BATT C,696.0,SysPrm
2022-01-13 19:38:17.697,Battery Status,VS,167858.0,SysPrm
2022-01-13 19:37:17.697,Battery Status,EC,0.0,SysPrm
2022-01-13 19:37:17.697,Battery Status,CS,4.0,SysPrm
2022-01-13 19:37:17.697,Battery Status,BATT C,712.0,SysPrm
2022-01-13 19:37:17.697,Battery Status,VS,167858.0,SysPrm
2022-01-13 21:49:16.940,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 21:49:16.940,Battery Status,VS,148742.0,SysPrm
2022-01-13 21:48:38.961,Djinn Status,LPIV,94.0,SysPrm
2022-01-13 21:48:38.961,Djinn Status,IV,151.0,SysPrm
2022-01-13 21:48:16.939,Battery Status,EC,0.0,SysPrm
2022-01-13 21:48:16.939,Battery Status,CS,0.0,SysPrm
2022-01-13 21:48:16.939,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 19:50:17.706,Battery Status,EC,0.0,SysPrm
2022-01-13 19:50:17.706,Battery Status,CS,4.0,SysPrm
2022-01-13 19:50:17.706,Battery Status,BATT C,520.0,SysPrm
2022-01-13 19:50:17.706,Battery Status,VS,167858.0,SysPrm
2022-01-13 19:49:17.705,Battery Status,EC,0.0,SysPrm
2022-01-13 19:49:17.705,Battery Status,CS,4.0,SysPrm
2022-01-13 19:49:17.705,Battery Status,BATT C,544.0,SysPrm
2022-01-13 19:49:17.705,Battery Status,VS,167858.0,SysPrm
2022-01-13 19:48:17.712,Battery Status,EC,0.0,SysPrm
2022-01-13 19:48:17.712,Battery Status,CS,4.0,SysPrm
2022-01-13 19:48:17.712,Battery Status,BATT C,536.0,SysPrm
2022-01-13 19:48:17.712,Battery Status,VS,167808.0,SysPrm
2022-01-13 19:47:17.704,Battery Status,EC,0.0,SysPrm
2022-01-13 19:47:17.704,Battery Status,CS,4.0,SysPrm
2022-01-13 19:47:17.704,Battery Status,BATT C,552.0,SysPrm
2022-01-13 19:47:17.704,Battery Status,VS,167858.0,SysPrm
2022-01-13 19:46:17.703,Battery Status,EC,0.0,SysPrm
2022-01-13 19:46:17.703,Battery Status,CS,4.0,SysPrm
2022-01-13 19:36:17.696,Battery Status,EC,0.0,SysPrm
2022-01-13 19:36:17.696,Battery Status,CS,4.0,SysPrm
2022-01-13 19:36:17.696,Battery Status,BATT C,720.0,SysPrm
2022-01-13 19:36:17.696,Battery Status,VS,167808.0,SysPrm
2022-01-13 19:35:17.695,Battery Status,EC,0.0,SysPrm
2022-01-13 19:35:17.695,Battery Status,CS,4.0,SysPrm
2022-01-13 19:35:17.695,Battery Status,BATT C,752.0,SysPrm
2022-01-13 19:35:17.695,Battery Status,VS,167907.0,SysPrm
2022-01-13 19:34:17.702,Battery Status,EC,0.0,SysPrm
2022-01-13 19:34:17.702,Battery Status,CS,4.0,SysPrm
2022-01-13 19:41:17.707,Battery Status,EC,0.0,SysPrm
2022-01-13 19:41:17.707,Battery Status,CS,4.0,SysPrm
2022-01-13 19:41:17.707,Battery Status,BATT C,648.0,SysPrm
2022-01-13 19:41:17.707,Battery Status,VS,167808.0,SysPrm
2022-01-13 19:40:17.699,Battery Status,EC,0.0,SysPrm
