event_datetime_ts,parameter_group,parameter_name,parameter_value,source
2022-01-13 22:15:29.686,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:15:29.686,Battery Status,VS,149688.0,SysPrm
2022-01-13 22:14:29.685,Battery Status,EC,1.0,SysPrm
2022-01-13 22:14:29.685,Battery Status,CS,0.0,SysPrm
2022-01-13 22:14:29.685,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:14:29.685,Battery Status,VS,149937.0,SysPrm
2022-01-13 22:13:29.684,Battery Status,EC,1.0,SysPrm
2022-01-13 22:13:29.684,Battery Status,CS,0.0,SysPrm
2022-01-13 22:13:29.684,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:13:29.684,Battery Status,VS,150136.0,SysPrm
2022-01-13 22:25:29.721,Battery Status,EC,1.0,SysPrm
2022-01-13 22:25:29.721,Battery Status,CS,4.0,SysPrm
2022-01-13 22:25:29.721,Battery Status,BATT C,1592.0,SysPrm
2022-01-13 22:25:29.721,Battery Status,VS,168654.0,SysPrm
2022-01-13 22:24:29.697,Battery Status,EC,1.0,SysPrm
2022-01-13 22:24:29.697,Battery Status,CS,4.0,SysPrm
2022-01-13 22:24:29.697,Battery Status,BATT C,1616.0,SysPrm
2022-01-13 22:24:29.697,Battery Status,VS,168555.0,SysPrm
2022-01-13 22:23:29.696,Battery Status,EC,1.0,SysPrm
2022-01-13 22:12:29.683,Battery Status,EC,1.0,SysPrm
2022-01-13 22:12:29.683,Battery Status,CS,0.0,SysPrm
2022-01-13 22:12:29.683,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:12:29.683,Battery Status,VS,150385.0,SysPrm
2022-01-13 22:10:29.680,Battery Status,EC,1.0,SysPrm
2022-01-13 22:10:29.680,Battery Status,CS,0.0,SysPrm
2022-01-13 22:10:29.680,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 22:10:29.680,Battery Status,VS,156309.0,SysPrm
2022-01-13 22:09:29.679,Battery Status,EC,1.0,SysPrm
2022-01-13 22:09:29.679,Battery Status,CS,4.0,SysPrm
2022-01-13 22:09:29.679,Battery Status,BATT C,2080.0,SysPrm
2022-01-13 22:09:29.679,Battery Status,VS,168604.0,SysPrm
2022-01-13 22:08:29.677,Battery Status,EC,1.0,SysPrm
2022-01-13 22:08:29.677,Battery Status,CS,4.0,SysPrm
2022-01-13 22:08:29.677,Battery Status,BATT C,2160.0,SysPrm
2022-01-13 22:08:29.677,Battery Status,VS,168555.0,SysPrm
2022-01-13 22:07:29.676,Battery Status,EC,1.0,SysPrm
2022-01-13 22:07:29.676,Battery Status,CS,4.0,SysPrm
2022-01-13 22:19:29.691,Battery Status,EC,1.0,SysPrm
2022-01-13 22:19:29.691,Battery Status,CS,3.0,SysPrm
2022-01-13 22:19:29.691,Battery Status,BATT C,2064.0,SysPrm
2022-01-13 22:19:29.691,Battery Status,VS,166862.0,SysPrm
2022-01-13 22:18:29.712,Battery Status,EC,1.0,SysPrm
2022-01-13 22:18:29.712,Battery Status,CS,3.0,SysPrm
2022-01-13 22:18:29.712,Battery Status,BATT C,2064.0,SysPrm
2022-01-13 22:18:29.712,Battery Status,VS,161436.0,SysPrm
2022-01-13 22:17:29.689,Battery Status,EC,1.0,SysPrm
2022-01-13 22:17:29.689,Battery Status,CS,3.0,SysPrm
2022-01-13 22:17:29.689,Battery Status,BATT C,1112.0,SysPrm
2022-01-13 22:17:29.689,Battery Status,VS,155562.0,SysPrm
2022-01-13 22:16:29.687,Battery Status,EC,1.0,SysPrm
2022-01-13 22:16:29.687,Battery Status,CS,2.0,SysPrm
2022-01-13 22:16:29.687,Battery Status,BATT C,1664.0,SysPrm
2022-01-13 22:16:29.687,Battery Status,VS,153222.0,SysPrm
2022-01-13 22:07:29.676,Battery Status,BATT C,2304.0,SysPrm
2022-01-13 22:07:29.676,Battery Status,VS,168555.0,SysPrm
2022-01-13 22:06:29.675,Battery Status,EC,1.0,SysPrm
2022-01-13 22:06:29.675,Battery Status,CS,4.0,SysPrm
2022-01-13 20:59:29.590,Battery Status,EC,1.0,SysPrm
2022-01-13 20:59:29.590,Battery Status,CS,0.0,SysPrm
2022-01-13 20:59:29.590,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:59:29.590,Battery Status,VS,145755.0,SysPrm
2022-01-13 20:58:29.589,Battery Status,EC,1.0,SysPrm
2022-01-13 20:58:29.589,Battery Status,CS,0.0,SysPrm
2022-01-13 20:58:29.589,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:58:29.589,Battery Status,VS,144312.0,SysPrm
2022-01-13 20:57:29.588,Battery Status,EC,1.0,SysPrm
2022-01-13 20:57:29.588,Battery Status,CS,0.0,SysPrm
2022-01-13 20:57:29.588,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:57:29.588,Battery Status,VS,144859.0,SysPrm
2022-01-13 22:11:29.704,Battery Status,EC,1.0,SysPrm
2022-01-13 22:11:29.704,Battery Status,CS,0.0,SysPrm
2022-01-13 22:11:29.704,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 22:11:29.704,Battery Status,VS,150982.0,SysPrm
2022-01-13 20:56:29.587,Battery Status,EC,1.0,SysPrm
2022-01-13 20:56:29.587,Battery Status,CS,0.0,SysPrm
2022-01-13 20:56:29.587,Battery Status,BATT C,4294966270.0,SysPrm
2022-01-13 20:56:29.587,Battery Status,VS,145407.0,SysPrm
2022-01-13 20:55:29.586,Battery Status,EC,1.0,SysPrm
2022-01-13 20:55:29.586,Battery Status,CS,0.0,SysPrm
2022-01-13 20:55:29.586,Battery Status,BATT C,4294966270.0,SysPrm
2022-01-13 20:55:29.586,Battery Status,VS,145556.0,SysPrm
2022-01-13 20:54:50.523,Djinn Status,LPIV,116.0,SysPrm
2022-01-13 20:54:50.523,Djinn Status,IV,146.0,SysPrm
2022-01-13 20:54:29.607,Battery Status,EC,1.0,SysPrm
2022-01-13 20:54:29.607,Battery Status,CS,0.0,SysPrm
2022-01-13 20:54:29.607,Battery Status,BATT C,4294966270.0,SysPrm
2022-01-13 20:54:29.607,Battery Status,VS,145407.0,SysPrm
2022-01-13 22:03:29.671,Battery Status,EC,1.0,SysPrm
2022-01-13 22:03:29.671,Battery Status,CS,3.0,SysPrm
2022-01-13 22:03:29.671,Battery Status,BATT C,2744.0,SysPrm
2022-01-13 22:03:29.671,Battery Status,VS,168555.0,SysPrm
2022-01-13 22:02:29.670,Battery Status,EC,1.0,SysPrm
2022-01-13 22:02:29.670,Battery Status,CS,3.0,SysPrm
2022-01-13 22:02:29.670,Battery Status,BATT C,2800.0,SysPrm
2022-01-13 22:02:29.670,Battery Status,VS,167708.0,SysPrm
2022-01-13 22:01:29.669,Battery Status,EC,1.0,SysPrm
2022-01-13 22:01:29.669,Battery Status,CS,3.0,SysPrm
2022-01-13 22:01:29.669,Battery Status,BATT C,2808.0,SysPrm
2022-01-13 22:01:29.669,Battery Status,VS,166763.0,SysPrm
2022-01-13 22:00:29.667,Battery Status,EC,1.0,SysPrm
2022-01-13 22:00:29.667,Battery Status,CS,3.0,SysPrm
2022-01-13 22:00:29.667,Battery Status,BATT C,2856.0,SysPrm
2022-01-13 22:00:29.667,Battery Status,VS,166215.0,SysPrm
2022-01-13 21:00:29.592,Battery Status,EC,1.0,SysPrm
2022-01-13 21:00:29.592,Battery Status,CS,0.0,SysPrm
2022-01-13 21:00:29.592,Battery Status,BATT C,4294966270.0,SysPrm
2022-01-13 21:00:29.592,Battery Status,VS,145357.0,SysPrm
2022-01-13 20:54:12.575,Djinn Status,LPIV,116.0,SysPrm
2022-01-13 20:54:12.575,Djinn Status,IV,146.0,SysPrm
2022-01-13 20:49:29.580,Battery Status,EC,1.0,SysPrm
2022-01-13 20:49:29.580,Battery Status,CS,0.0,SysPrm
2022-01-13 20:49:29.580,Battery Status,BATT C,4294966270.0,SysPrm
2022-01-13 20:49:29.580,Battery Status,VS,145606.0,SysPrm
2022-01-13 20:48:29.577,Battery Status,EC,1.0,SysPrm
2022-01-13 20:48:29.577,Battery Status,CS,0.0,SysPrm
2022-01-13 20:48:29.577,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:48:29.577,Battery Status,VS,145407.0,SysPrm
2022-01-13 20:47:29.598,Battery Status,EC,1.0,SysPrm
2022-01-13 20:47:29.598,Battery Status,CS,0.0,SysPrm
2022-01-13 20:47:29.598,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:47:29.598,Battery Status,VS,146054.0,SysPrm
2022-01-13 22:04:29.694,Battery Status,EC,1.0,SysPrm
2022-01-13 22:04:29.694,Battery Status,CS,4.0,SysPrm
2022-01-13 22:04:29.694,Battery Status,BATT C,2632.0,SysPrm
2022-01-13 22:04:29.694,Battery Status,VS,168555.0,SysPrm
2022-01-13 20:46:29.575,Battery Status,EC,1.0,SysPrm
2022-01-13 20:46:29.575,Battery Status,CS,0.0,SysPrm
2022-01-13 20:46:29.575,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:46:29.575,Battery Status,VS,146502.0,SysPrm
2022-01-13 20:41:29.568,Battery Status,VS,146502.0,SysPrm
2022-01-13 20:40:29.589,Battery Status,EC,1.0,SysPrm
2022-01-13 20:40:29.589,Battery Status,CS,0.0,SysPrm
2022-01-13 20:40:29.589,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:40:29.589,Battery Status,VS,146502.0,SysPrm
2022-01-13 20:39:29.566,Battery Status,EC,1.0,SysPrm
2022-01-13 20:39:29.566,Battery Status,CS,0.0,SysPrm
2022-01-13 20:39:29.566,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:39:29.566,Battery Status,VS,146502.0,SysPrm
2022-01-13 20:38:29.565,Battery Status,EC,1.0,SysPrm
2022-01-13 20:38:29.565,Battery Status,CS,0.0,SysPrm
2022-01-13 20:38:29.565,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:38:29.565,Battery Status,VS,146552.0,SysPrm
2022-01-13 22:06:29.675,Battery Status,BATT C,2392.0,SysPrm
2022-01-13 22:06:29.675,Battery Status,VS,168505.0,SysPrm
2022-01-13 20:52:29.582,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:52:29.582,Battery Status,VS,145805.0,SysPrm
2022-01-13 20:51:29.581,Battery Status,EC,1.0,SysPrm
2022-01-13 20:51:29.581,Battery Status,CS,0.0,SysPrm
2022-01-13 20:51:29.581,Battery Status,BATT C,4294966780.0,SysPrm
2022-01-13 20:51:29.581,Battery Status,VS,146353.0,SysPrm
2022-01-13 20:50:29.580,Battery Status,EC,1.0,SysPrm
2022-01-13 20:50:29.580,Battery Status,CS,0.0,SysPrm
2022-01-13 20:50:29.580,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:50:29.580,Battery Status,VS,146203.0,SysPrm
2022-01-13 20:37:29.563,Battery Status,EC,1.0,SysPrm
2022-01-13 20:37:29.563,Battery Status,CS,0.0,SysPrm
2022-01-13 20:37:29.563,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:37:29.563,Battery Status,VS,146602.0,SysPrm
2022-01-13 20:36:29.562,Battery Status,EC,1.0,SysPrm
2022-01-13 20:35:29.561,Battery Status,EC,1.0,SysPrm
2022-01-13 20:35:29.561,Battery Status,CS,0.0,SysPrm
2022-01-13 20:35:29.561,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:35:29.561,Battery Status,VS,146602.0,SysPrm
2022-01-13 22:05:29.674,Battery Status,EC,1.0,SysPrm
2022-01-13 22:05:29.674,Battery Status,CS,4.0,SysPrm
2022-01-13 22:05:29.674,Battery Status,BATT C,2480.0,SysPrm
2022-01-13 22:05:29.674,Battery Status,VS,168604.0,SysPrm
2022-01-13 20:53:29.583,Battery Status,EC,1.0,SysPrm
2022-01-13 20:53:29.583,Battery Status,CS,0.0,SysPrm
2022-01-13 20:53:29.583,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:53:29.583,Battery Status,VS,145755.0,SysPrm
2022-01-13 20:44:29.572,Battery Status,EC,1.0,SysPrm
2022-01-13 20:44:29.572,Battery Status,CS,0.0,SysPrm
2022-01-13 20:44:29.572,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:44:29.572,Battery Status,VS,144859.0,SysPrm
2022-01-13 20:43:29.571,Battery Status,EC,1.0,SysPrm
2022-01-13 20:43:29.571,Battery Status,CS,0.0,SysPrm
2022-01-13 20:43:29.571,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:43:29.571,Battery Status,VS,146502.0,SysPrm
2022-01-13 20:42:29.570,Battery Status,EC,1.0,SysPrm
2022-01-13 20:42:29.570,Battery Status,CS,0.0,SysPrm
2022-01-13 20:42:29.570,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:42:29.570,Battery Status,VS,146502.0,SysPrm
2022-01-13 20:41:29.568,Battery Status,EC,1.0,SysPrm
2022-01-13 20:41:29.568,Battery Status,CS,0.0,SysPrm
2022-01-13 20:41:29.568,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:34:29.560,Battery Status,EC,1.0,SysPrm
2022-01-13 20:34:29.560,Battery Status,CS,0.0,SysPrm
2022-01-13 20:34:29.560,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:34:29.560,Battery Status,VS,146651.0,SysPrm
2022-01-13 20:32:28.653,Battery Status,EC,1.0,SysPrm
2022-01-13 20:32:28.653,Battery Status,CS,0.0,SysPrm
2022-01-13 20:32:28.653,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:32:28.653,Battery Status,VS,146701.0,SysPrm
2022-01-13 20:31:28.652,Battery Status,EC,1.0,SysPrm
2022-01-13 20:31:28.652,Battery Status,CS,0.0,SysPrm
2022-01-13 20:31:28.652,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:31:28.652,Battery Status,VS,146701.0,SysPrm
2022-01-13 20:30:28.651,Battery Status,EC,1.0,SysPrm
2022-01-13 20:30:28.651,Battery Status,CS,0.0,SysPrm
2022-01-13 20:30:28.651,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:30:28.651,Battery Status,VS,146701.0,SysPrm
2022-01-13 20:29:28.650,Battery Status,EC,1.0,SysPrm
2022-01-13 20:29:28.650,Battery Status,CS,0.0,SysPrm
2022-01-13 20:52:29.582,Battery Status,EC,1.0,SysPrm
2022-01-13 20:52:29.582,Battery Status,CS,0.0,SysPrm
2022-01-13 20:45:29.573,Battery Status,EC,1.0,SysPrm
2022-01-13 20:45:29.573,Battery Status,CS,0.0,SysPrm
2022-01-13 20:45:29.573,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:45:29.573,Battery Status,VS,146502.0,SysPrm
2022-01-13 20:36:29.562,Battery Status,CS,0.0,SysPrm
2022-01-13 20:36:29.562,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:36:29.562,Battery Status,VS,146552.0,SysPrm
2022-01-13 20:29:28.650,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:29:28.650,Battery Status,VS,146751.0,SysPrm
2022-01-13 20:28:28.648,Battery Status,EC,1.0,SysPrm
2022-01-13 20:28:28.648,Battery Status,CS,0.0,SysPrm
2022-01-13 20:20:28.638,Battery Status,EC,1.0,SysPrm
2022-01-13 20:20:28.638,Battery Status,CS,0.0,SysPrm
2022-01-13 20:20:28.638,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:20:28.638,Battery Status,VS,146900.0,SysPrm
2022-01-13 20:19:28.659,Battery Status,EC,1.0,SysPrm
2022-01-13 20:19:28.659,Battery Status,CS,0.0,SysPrm
2022-01-13 20:33:29.580,Battery Status,EC,1.0,SysPrm
2022-01-13 20:33:29.580,Battery Status,CS,0.0,SysPrm
2022-01-13 20:33:29.580,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:33:29.580,Battery Status,VS,146701.0,SysPrm
2022-01-13 20:19:28.659,Battery Status,BATT C,4294966530.0,SysPrm
2022-01-13 20:19:28.659,Battery Status,VS,146900.0,SysPrm
